month,growmonth,parent.pop,elevation.group,elev_m,PckSum,Lat,Long,year,cwd,pck,ppt,tmn,tmx,AvgFirstMonth,AvgLastMonth
1,5,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1970,16.24,0,459.4,3.23,12.08,2,12
2,6,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1970,28.74,0,86.16,2.8,16.12,2,12
3,7,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1970,40.99,0,113.31,3.45,16.97,2,12
4,8,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1970,54.33,0,27.58,3.07,17.61,2,12
5,9,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1970,52.15,0,0.36,8.9,25.53,2,12
6,10,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1970,0,0,26.77,12.71,28.71,2,12
7,11,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1970,78.53,0,0,15.64,34.36,2,12
8,12,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1970,126.51,0,0,14.09,33.32,2,12
11,3,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1970,36.51,0,217.14,6.3,17.53,2,10
12,4,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1970,20.24,0,217.82,2.43,10.33,2,10
1,5,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1970,20.59,0,275.76,4.18,13.42,2,10
2,6,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1970,33.78,0,59.21,3.93,16.93,2,10
3,7,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1970,48.09,0,94.67,4.19,17.94,2,10
4,8,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1970,64.23,0,41.65,3.51,18.74,2,10
5,9,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1970,71.09,0,0,9.34,27.37,2,10
6,10,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1970,41.69,0,23.8,12.78,30.35,2,10
11,3,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1970,27.45,0,302.47,6.67,16.26,2,10
12,4,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1970,8.57,0,315.16,2.44,9.73,2,10
1,5,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1970,7.46,0,517.8499,4.91,12.71,2,10
2,6,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1970,2.15,0,95.31,4.53,16.82,2,10
3,7,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1970,15.39,0,107.96,4.77,18.28,2,10
4,8,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1970,47.2,0,25.07,4,18.84,2,10
5,9,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1970,91.5,0,4.4,10.62,26.66,2,10
6,10,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1970,62.48,0,26.66,13.72,30.36,2,10
11,3,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1971,44.29,0,64.96,2.2,17.2,2,10
12,4,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1971,27.08,0,138.73,-0.3,10.38,2,10
1,5,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1971,28.49,0,35.18,0.95,12.37,2,10
2,6,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1971,39.93,0,14.76,0.92,13.68,2,10
3,7,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1971,56.81,0,54.25,2.83,16.5,2,10
4,8,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1971,68.81,0,15.25,3.7,19.1,2,10
5,9,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1971,13.01,0,47.94,7.46,22.35,2,10
6,10,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1971,97.07,0,0,11.32,29.88,2,10
11,3,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1971,31.28,0,78.54,4.34,17.35,2,10
12,4,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1971,19,0,185.79,0.81,10.17,2,10
1,5,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1971,19.74,0,91.79,2.06,12.9,2,10
2,6,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1971,31.26,0,9.16,1.55,15.63,2,10
3,7,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1971,47.89,0,157.18,4.16,16.49,2,10
4,8,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1971,65.02,0,34.04,5.39,19.66,2,10
5,9,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1971,66.71,0,36.68,8.78,22.35,2,10
6,10,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1971,86.26,0,10.48,12.16,28.89,2,10
11,3,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,30.41,0,107.81,2.72,15.8,2,12
12,4,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,17.43,59.34,261.93,-0.37,8.71,2,12
1,5,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,19.02,0,100.71,1.19,12.12,2,12
2,6,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,27.69,0,21.71,1.16,14.98,2,12
3,7,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,35.31,0,188.68,2.36,15.12,2,12
4,8,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,55.78,0,47.13,4.3,18.55,2,12
5,9,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,48.81,0,43.28,7.51,20.38,2,12
6,10,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,8.15,0,17.87,11.04,27.44,2,12
7,11,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,70.92,0,0,15.44,33.6,2,12
8,12,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1971,88.79,0,0.12,15.79,34.22,2,12
11,3,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1971,36.68,0,91.05,3.53,16.87,2,10
12,4,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1971,21.45,0,199.77,0.57,9.84,2,10
1,5,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1971,22.67,0,53.95,1.46,12.14,2,10
2,6,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1971,31.74,0,18.96,1.49,14.66,2,10
3,7,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1971,46.49,0,119.68,3.25,16.33,2,10
4,8,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1971,65.24,0,27.95,4.55,18.98,2,10
5,9,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1971,67.71,0,27.09,7.61,21.41,2,10
6,10,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1971,84.34,0,9.22,10.72,28.93,2,10
11,3,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1971,31.29,0,89.25,4.07,16.78,2,10
12,4,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1971,17.21,3.88,199.02,0.34,9.62,2,10
1,5,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1971,18.09,0,104.14,1.69,12.61,2,10
2,6,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1971,20.39,0,10.6,1.22,15.26,2,10
3,7,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1971,27.97,0,179.47,3.7,15.92,2,10
4,8,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1971,47.86,0,40.12,4.9,19.16,2,10
5,9,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1971,85.52,0,39.71,8.27,21.93,2,10
6,10,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1971,104.85,0,16.31,11.71,28.35,2,10
11,3,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1972,41.86,0,144.26,3.87,13.7,2,10
12,4,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1972,25.56,0,78.49,-0.58,9.37,2,10
1,5,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1972,26.53,0,26.11,-1.22,9.61,2,10
2,6,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1972,42.65,0,35.95,2.91,16.2,2,10
3,7,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1972,62.23,0,0.42,5.44,21,2,10
4,8,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1972,72.78,0,34.06,4.87,20.71,2,10
5,9,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1972,78.53,0,3.16,9.2,27.52,2,10
6,10,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1972,112.04,0,1.05,13.96,32.04,2,10
11,3,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1972,27.47,0,205.88,4.81,14.02,2,10
12,4,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1972,17.82,0,139.9,-0.09,8.9,2,10
1,5,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1972,18.89,0,73.37,0.52,11.52,2,10
2,6,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1972,32.3,0,97.94,4.53,15.27,2,10
3,7,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1972,52.82,0,35.05,7.13,20.76,2,10
4,8,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1972,66.27,0,72.89,6.76,20.02,2,10
5,9,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1972,70.59,0,21.07,10.36,26.73,2,10
6,10,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1972,89.53,0,10.15,13.88,31.79,2,10
11,3,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,24.28,0,201.05,2.84,12.63,2,12
12,4,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,17.11,20.36,143.24,-1.83,9.01,2,12
1,5,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,18.32,19.63,81.1,-0.02,10.85,2,12
2,6,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,28.37,0,128.41,3.34,14.68,2,12
3,7,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,43.93,0,52.02,6.37,19.86,2,12
4,8,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,48.86,0,94.07,5.19,18.47,2,12
5,9,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,51.77,0,18.2,8.63,25.12,2,12
6,10,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,56.67,0,5.95,12.38,30.61,2,12
7,11,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,70.34,0,0,14.44,33.77,2,12
8,12,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1972,86.04,0,0,14.06,33.35,2,12
11,3,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1972,32.26,0,157.84,3.78,13.82,2,10
12,4,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1972,20.37,0,102.5,-0.38,9.25,2,10
1,5,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1972,21.51,0,46.04,-0.02,10.24,2,10
2,6,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1972,33,0,71.41,3.4,15.67,2,10
3,7,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1972,50.66,0,16.23,5.91,20.75,2,10
4,8,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1972,66.33,0,68.25,5.48,20,2,10
5,9,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1972,70.2,0,5.89,9.16,26.8,2,10
6,10,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1972,96.29,0,4.46,12.67,31.7,2,10
11,3,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1972,19.56,0,220.57,4.48,13.64,2,10
12,4,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1972,10.1,11.36,153.17,-0.39,8.63,2,10
1,5,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1972,19.49,0,87.26,0.3,11.3,2,10
2,6,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1972,21.02,0,106.97,4.15,14.79,2,10
3,7,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1972,32.99,0,43.47,6.71,20.21,2,10
4,8,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1972,48.79,0,86.87,6.25,19.52,2,10
5,9,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1972,90.64,0,24.15,10,26.24,2,10
6,10,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1972,110.95,0,12.45,13.56,31.28,2,10
11,3,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1973,39.87,0,106.63,4.22,15.61,2,10
12,4,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1973,27.02,0,122.31,2.49,12.84,2,10
1,5,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1973,26.09,0,129.25,0.78,11.89,2,10
2,6,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1973,37.82,0,181.06,4.4,14.35,2,10
3,7,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1973,38.68,0,127.76,2.83,13.33,2,10
4,8,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1973,71.46,0,11.04,5.44,20.77,2,10
5,9,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1973,76.38,0,0.16,10.51,28.61,2,10
6,10,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1973,100.51,0,0.68,14.08,32.94,2,10
11,3,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1973,27.87,0,383.86,5.82,13.83,2,10
12,4,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1973,18.84,0,213.1,4.25,12.3,2,10
1,5,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1973,16.77,7.1,357.71,1.68,10.89,2,10
2,6,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1973,29.12,0,255.12,5.52,14.64,2,10
3,7,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1973,41.56,0,116.91,3.81,14.8,2,10
4,8,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1973,68.72,0,13.02,7.66,22.54,2,10
5,9,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1973,72.97,0,10.45,12.43,28.45,2,10
6,10,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1973,90.78,0,4.89,15.11,32.16,2,10
11,3,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,24.24,0,384.66,4.32,12.18,2,12
12,4,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,17.63,0,265.77,2.64,11.97,2,12
1,5,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,14.92,104.53,381.25,0.08,9.76,2,12
2,6,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,21.65,0.48,246.93,3.5,13.41,2,12
3,7,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,25.7,0,143.32,2.14,12.98,2,12
4,8,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,58.12,0,21.34,5.6,20.81,2,12
5,9,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,53.48,0,10.53,10.43,26.68,2,12
6,10,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,57.25,0,1.95,12.93,30.29,2,12
7,11,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,73.5,0,0,14.66,33.11,2,12
8,12,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1973,101.08,0,0,13.35,32.26,2,12
11,3,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1973,30.92,0,199.66,5.07,14.01,2,10
12,4,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1973,21.04,0,185.22,3.32,12.02,2,10
1,5,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1973,19.09,2.94,273.2,1.21,10.97,2,10
2,6,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1973,27.06,0,199.98,4.58,14.55,2,10
3,7,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1973,28.28,0,129.25,3.05,13.93,2,10
4,8,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1973,68.33,0,27.93,6.16,21.51,2,10
5,9,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1973,74.66,0,5.85,10.63,28.13,2,10
6,10,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1973,102.88,0,1.07,13.26,32.12,2,10
11,3,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1973,14.03,0,440.8,5.31,13.08,2,10
12,4,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1973,0,0,234.36,3.88,11.92,2,10
1,5,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1973,4.85,47.86,387.74,1.27,10.39,2,10
2,6,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1973,0,0,280.84,5.05,14.08,2,10
3,7,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1973,0,0,126.85,3.27,14.23,2,10
4,8,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1973,0,0,14.6,7.16,22.02,2,10
5,9,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1973,93.84,0,12.15,12.03,28,2,10
6,10,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1973,112.56,0,5.01,14.74,31.69,2,10
11,3,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1974,42.93,0,42.28,3.74,17.11,2,10
12,4,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1974,28.39,0,86.15,0.69,11.41,2,10
1,5,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1974,27.61,0,91.58,2.29,12.85,2,10
2,6,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1974,40.49,0,28.25,0.96,14.73,2,10
3,7,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1974,49.04,0,129.3,4.56,16.43,2,10
4,8,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1974,38.57,0,74.21,4.55,19.09,2,10
5,9,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1974,73.01,0,0,8.13,26.64,2,10
6,10,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1974,97.22,0,0.03,13.12,32.09,2,10
11,3,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1974,31.35,0,56.1,4.83,16.86,2,10
12,4,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1974,19.93,0,107.92,2.29,11.92,2,10
1,5,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1974,17.29,0,194.16,2.7,11.93,2,10
2,6,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1974,31.18,0,88.16,2.7,14.39,2,10
3,7,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1974,35.13,0,294.79,6.15,16.03,2,10
4,8,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1974,38.02,0,74.2,5.83,18.98,2,10
5,9,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1974,69.97,0,2.99,9.89,26.24,2,10
6,10,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1974,89.39,0,7.92,14.11,31.29,2,10
11,3,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,30.58,0,71.78,3.75,16.42,2,12
12,4,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,19.61,0,96.26,0.77,11.86,2,12
1,5,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,15.57,0,202.63,1.51,10.91,2,12
2,6,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,27.17,0,97.84,1.16,13.65,2,12
3,7,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,20.71,0,302.48,4.52,15.07,2,12
4,8,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,21.38,0,94.31,4.2,18.39,2,12
5,9,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,51.67,0,0.33,8.27,25.24,2,12
6,10,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,57.05,0,11.26,13.05,30.44,2,12
7,11,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,0,0,79.35,15.44,31.88,2,12
8,12,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1974,87.4,0,0.43,15.43,33.15,2,12
11,3,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1974,35.69,0,57.87,4.41,16.9,2,10
12,4,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1974,23.48,0,74.28,1.57,11.86,2,10
1,5,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1974,20.03,0,132.53,2.33,12.06,2,10
2,6,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1974,31.51,0,51.32,1.45,14.11,2,10
3,7,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1974,38.13,0,161.06,5.11,15.85,2,10
4,8,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1974,35.57,0,85.13,4.86,18.77,2,10
5,9,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1974,68.94,0,0,8.11,25.87,2,10
6,10,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1974,70.9,0,11.37,12.51,31.19,2,10
11,3,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1974,31.73,0,60.62,4.64,16.48,2,10
12,4,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1974,18.33,0,122.41,2.01,11.54,2,10
1,5,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1974,3.95,0,224.15,2.28,11.43,2,10
2,6,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1974,0,0,99.78,2.36,13.9,2,10
3,7,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1974,0,0,343.56,5.65,15.44,2,10
4,8,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1974,0,0,81.67,5.39,18.48,2,10
5,9,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1974,0,0,4.49,9.47,25.75,2,10
6,10,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1974,87.48,0,8.69,13.74,30.8,2,10
11,3,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1975,41.41,0,33.11,2.19,16.42,2,10
12,4,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1975,29.38,0,9.74,0.33,14.13,2,10
1,5,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1975,28.28,0,43.86,-0.14,12.37,2,10
2,6,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1975,37.24,0,169.01,2.29,13.17,2,10
3,7,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1975,39.18,0,145.29,2.62,14.47,2,10
4,8,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1975,35.87,0,67.87,2.21,15.62,2,10
5,9,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1975,72.43,0,2.73,7.66,26.15,2,10
6,10,BH,Low,511.4294422,0.23399999999999999,37.40985,-119.96458,1975,95.39,0,0.77,11.67,30.93,2,10
11,3,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1975,30.44,0,49.09,3.45,16.21,2,10
12,4,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1975,20.63,0,58.11,2.84,13.93,2,10
1,5,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1975,19.59,0,69.69,1.5,12.78,2,10
2,6,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1975,27.9,0,322.39,3.62,13.11,2,10
3,7,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1975,33.9,0,229.6,4.84,14.44,2,10
4,8,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1975,34.79,0,75.72,4.27,16.38,2,10
5,9,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1975,70.41,0,5.65,10.24,26.61,2,10
6,10,CC,Low,313,0.9509999999999996,39.58597,-121.43311,1975,88.43,0,5.34,13.33,30.7,2,10
11,3,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,27.93,0,66,2.47,15.42,2,12
12,4,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,20.24,0,46.25,1.16,14.28,2,12
1,5,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,19.33,0,98.3,0.85,13.18,2,12
2,6,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,21.26,0,304.19,2.25,12.43,2,12
3,7,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,19.8,0,259.99,2.96,13.32,2,12
4,8,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,20.02,0,101.41,2.34,15.13,2,12
5,9,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,52,0,12.4,8.66,25.54,2,12
6,10,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,56.31,0,8.32,12.27,29.77,2,12
7,11,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,0,0,1.16,14.46,32.05,2,12
8,12,IH,Low,454.1298385,17.659666666666666,39.09332,-120.92114,1975,94.42,0,28.79,13.96,31.26,2,12
11,3,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1975,33.22,0,40.88,3.17,15.88,2,10
12,4,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1975,23.83,0,25.3,1.49,13.75,2,10
1,5,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1975,22.79,0,59.35,0.62,11.92,2,10
2,6,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1975,27.73,0,200.02,2.94,13.39,2,10
3,7,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1975,28.6,0,202.64,3.7,14.09,2,10
4,8,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1975,33.46,0,78.33,3.04,15.69,2,10
5,9,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1975,69.46,0,8.17,8.66,26.13,2,10
6,10,SC,Low,421.5178299,0.5973333333333334,38.41167,-120.73583000000001,1975,93.76,0,3.4,11.61,30.58,2,10
11,3,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1975,24.65,0,54.69,3.24,15.74,2,10
12,4,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1975,17.68,0,63.34,2.74,13.77,2,10
1,5,TM2,Low,379.1526973,5.4673333333333325,39.59255,-121.55072,1975,20.21,0,75.26,1.32,12.64,2,10
